Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural
14.0,Female,2.05,Tablet,False,0.48,None,
12.0,Male,6.15,TV,True,0.48,Poor Sleep,Rural
16.0,Male,3.88,Tablet,True,0.38,None,Rural
8.0,Male,4.89,Smartphone,True,,"Poor Sleep, Anxiety",Urban
12.0,Male,4.06,Smartphone,True,0.49,Poor Sleep,Urban
18.0,Female,5.05,,True,0.36,"Poor Sleep, Eye Strain",Urban
17.0,Male,4.29,Laptop,True,0.39,None,Urban
18.0,Female,5.23,Smartphone,True,0.39,"Poor Sleep, Obesity Risk",Urban
13.0,Female,4.58,,True,0.42,Poor Sleep,Rural
14.0,Female,5.11,TV,True,0.42,Poor Sleep,Urban
11.0,Female,6.47,,True,0.34,,Rural
8.0,Female,4.43,TV,True,0.59,Poor Sleep,
18.0,Male,5.82,Smartphone,True,0.33,Poor Sleep,Urban
15.0,Female,4.75,Tablet,True,0.41,"Poor Sleep, Anxiety",Urban
17.0,Female,4.68,Smartphone,True,0.32,"Poor Sleep, Eye Strain",Urban
11.0,Female,1.9,Laptop,False,0.47,,
10.0,Male,1.04,,,0.42,None,Rural
14.0,Female,,Smartphone,True,,"Poor Sleep, Obesity Risk",Urban
9.0,,,Smartphone,,,"Poor Sleep, Obesity Risk",Rural
15.0,Female,4.92,Smartphone,True,0.46,None,Rural
13.0,Male,,Smartphone,True,,None,Rural
14.0,Male,6.78,,True,0.34,Poor Sleep,Urban
12.0,Male,4.1,Smartphone,True,0.36,"Anxiety, Obesity Risk",Urban
16.0,Male,4.66,Smartphone,True,0.33,Poor Sleep,Urban
,Female,5.02,Smartphone,,0.46,"Poor Sleep, Anxiety",Rural
18.0,Male,0.47,TV,False,0.34,None,Urban
12.0,,4.64,Smartphone,True,0.45,Poor Sleep,Urban
10.0,Female,0.68,Smartphone,False,0.45,None,Rural
18.0,Male,5.16,Smartphone,True,0.49,"Poor Sleep, Eye Strain",Urban
8.0,Male,1.82,TV,False,0.53,None,Rural
9.0,Female,4.6,Tablet,True,0.51,Poor Sleep,Rural
15.0,Male,5.46,TV,True,0.34,None,Urban
8.0,Female,1.73,Smartphone,,0.41,None,Urban
14.0,Male,6.17,Smartphone,True,0.37,Eye Strain,Urban
12.0,Female,3.23,Laptop,True,0.33,None,Rural
10.0,Female,5.27,TV,True,0.57,Anxiety,Urban
18.0,,4.81,TV,True,0.5,None,Urban
14.0,Male,3.79,TV,,0.47,"Poor Sleep, Eye Strain",Urban
16.0,Female,3.01,Smartphone,True,0.45,None,Urban
9.0,Female,,Tablet,True,,Eye Strain,Urban
15.0,Male,4.1,TV,,0.36,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban
16.0,Female,2.79,Laptop,False,0.34,None,Rural
18.0,Male,,Smartphone,True,,,Rural
10.0,Male,7.28,Smartphone,,0.59,Poor Sleep,Urban
9.0,Male,,TV,True,,None,Urban
14.0,Male,5.59,Smartphone,True,0.33,"Poor Sleep, Eye Strain, Obesity Risk",Rural
12.0,Male,5.42,TV,True,0.43,,Rural
12.0,Female,4.92,Smartphone,True,0.39,Poor Sleep,Urban
17.0,,6.08,TV,,0.38,None,Rural
12.0,Female,5.24,Smartphone,True,0.36,None,Urban
11.0,Female,5.54,Smartphone,,0.38,Poor Sleep,Urban
12.0,Female,5.5,Smartphone,True,0.35,None,Urban
11.0,Female,3.28,TV,True,0.42,None,
13.0,Male,3.84,TV,True,,,Urban
11.0,Female,6.86,Tablet,True,0.48,"Poor Sleep, Eye Strain, Obesity Risk",Urban
9.0,Female,6.86,TV,True,0.44,Poor Sleep,Urban
16.0,Male,6.41,Smartphone,True,0.41,Poor Sleep,Urban
9.0,Male,0.0,Tablet,False,0.45,None,Urban
16.0,,,Laptop,True,0.42,"Poor Sleep, Obesity Risk",Urban
17.0,Male,5.05,Laptop,True,0.37,"Eye Strain, Obesity Risk",Urban
13.0,Male,5.65,TV,True,0.49,"Poor Sleep, Eye Strain",Rural
16.0,Female,4.74,TV,True,0.34,Eye Strain,Urban
16.0,,2.63,Smartphone,False,0.32,None,Urban
10.0,Male,6.25,Smartphone,True,0.6,"Poor Sleep, Obesity Risk",Rural
,Male,3.35,Smartphone,True,0.52,Eye Strain,Rural
8.0,,8.25,Smartphone,True,0.58,Poor Sleep,Urban
10.0,Female,1.51,Tablet,False,0.4,None,Urban
12.0,Female,5.02,TV,True,0.4,None,Rural
10.0,,,TV,True,0.5,None,
16.0,Female,,TV,True,0.45,"Poor Sleep, Eye Strain",Rural
16.0,Female,4.24,Smartphone,True,0.41,Anxiety,Urban
10.0,Male,0.05,Tablet,False,0.55,None,Rural
10.0,Male,0.0,Tablet,False,0.54,None,Urban
12.0,Female,3.76,Smartphone,True,0.46,,Urban
9.0,Male,,TV,,0.41,Anxiety,Urban
13.0,Male,5.23,TV,True,0.32,"Poor Sleep, Eye Strain",Urban
,Male,4.89,TV,True,,"Poor Sleep, Obesity Risk",Urban
16.0,Female,5.48,Smartphone,True,0.48,Poor Sleep,Urban
13.0,Female,3.3,Smartphone,True,0.33,Poor Sleep,Urban
10.0,Male,3.9,TV,True,0.48,Eye Strain,Urban
12.0,Female,5.57,TV,True,0.33,Obesity Risk,Urban
11.0,Male,7.16,Smartphone,True,0.44,"Poor Sleep, Obesity Risk",Rural
12.0,Female,4.31,Laptop,,,Anxiety,Rural
15.0,Male,3.1,TV,True,0.42,Anxiety,Urban
15.0,Female,5.01,Smartphone,True,,Anxiety,Rural
13.0,Female,3.58,Laptop,True,0.35,Anxiety,
8.0,Female,,Tablet,False,,,Urban
15.0,Female,4.3,Laptop,,0.41,Poor Sleep,Urban
15.0,Female,3.83,TV,True,0.33,Eye Strain,Urban
9.0,Male,0.72,,False,0.59,,Urban
11.0,Female,3.19,TV,True,0.4,None,Rural
9.0,Male,3.36,TV,True,,"Anxiety, Obesity Risk",Urban
11.0,Male,3.35,Smartphone,True,0.35,None,Rural
17.0,Male,2.3,TV,False,0.35,,Urban
14.0,Male,4.74,Laptop,True,0.38,"Poor Sleep, Eye Strain",Urban
16.0,Male,5.06,Smartphone,True,,"Poor Sleep, Eye Strain",
15.0,Female,4.29,Laptop,True,0.39,Poor Sleep,Rural
16.0,Male,4.56,TV,True,,"Poor Sleep, Obesity Risk",Rural
,Male,4.43,Smartphone,True,0.37,None,Rural
9.0,Female,,Tablet,True,0.42,None,Urban
14.0,Male,4.9,Smartphone,,0.41,"Poor Sleep, Anxiety",Urban
9.0,Male,6.24,TV,True,0.57,Poor Sleep,Urban
18.0,Female,4.09,Smartphone,True,0.31,Poor Sleep,Urban
9.0,Male,2.88,TV,True,0.48,None,Urban
11.0,Female,3.57,TV,,0.35,Poor Sleep,Urban
8.0,Female,0.0,,,0.47,,Urban
12.0,Male,,Laptop,True,0.46,,Urban
13.0,Male,,TV,True,0.48,,Urban
16.0,Female,6.63,Laptop,True,0.47,,Rural
17.0,Male,5.2,Smartphone,True,0.41,Poor Sleep,Rural
,Male,4.06,Smartphone,,0.47,None,
9.0,Male,0.0,Smartphone,False,0.6,None,Urban
8.0,Female,4.27,TV,True,0.59,,Rural
9.0,,,Smartphone,True,0.51,"Poor Sleep, Anxiety",Urban
14.0,Female,5.2,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Urban
11.0,Female,5.62,Tablet,True,0.48,Eye Strain,Urban
17.0,Female,,Smartphone,,0.48,"Poor Sleep, Anxiety",Urban
12.0,Female,4.83,Smartphone,True,0.46,"Poor Sleep, Obesity Risk",Urban
14.0,Female,2.73,Smartphone,False,0.39,None,Urban
10.0,Female,4.81,Tablet,True,0.51,"Poor Sleep, Eye Strain",Urban
17.0,Male,4.16,Smartphone,True,0.48,None,Urban
,Female,8.08,TV,True,0.55,Poor Sleep,Urban
14.0,,5.31,TV,,0.4,Poor Sleep,Urban
12.0,Female,5.19,Smartphone,True,0.47,Poor Sleep,Urban
8.0,Male,4.26,Tablet,True,0.52,,Urban
8.0,Male,,Smartphone,True,0.52,"Poor Sleep, Anxiety",Rural
16.0,Male,4.59,Smartphone,True,0.46,Poor Sleep,Urban
,Male,5.64,Smartphone,True,0.38,None,Urban
8.0,Male,6.3,Tablet,True,0.41,Poor Sleep,Urban
14.0,Male,3.75,Smartphone,True,0.31,Poor Sleep,Urban
16.0,Male,5.49,Tablet,True,,None,Rural
18.0,Female,,Smartphone,True,0.48,Obesity Risk,Urban
8.0,Female,4.96,Smartphone,,0.45,Poor Sleep,Urban
17.0,Female,4.43,Smartphone,True,0.35,"Poor Sleep, Eye Strain, Obesity Risk",Urban
11.0,Female,3.34,Smartphone,True,0.4,"Poor Sleep, Eye Strain, Anxiety",Rural
10.0,,2.15,Tablet,True,0.48,None,
12.0,Female,0.32,Laptop,False,0.46,None,Urban
,Female,5.27,TV,True,0.38,Poor Sleep,Urban
15.0,Male,2.5,Smartphone,False,0.44,None,Urban
9.0,Female,9.23,Smartphone,True,0.4,Anxiety,Urban
14.0,Female,4.93,Smartphone,True,,Anxiety,Urban
8.0,Male,0.0,Smartphone,False,0.42,None,Rural
14.0,,4.66,Smartphone,True,0.31,None,Urban
15.0,Female,5.56,TV,True,0.42,Anxiety,Rural
9.0,Male,1.56,Smartphone,False,0.43,None,Urban
16.0,Female,3.43,Smartphone,True,0.31,Poor Sleep,Urban
8.0,Male,,Smartphone,True,0.58,Eye Strain,
13.0,,,Smartphone,,0.41,Poor Sleep,Rural
8.0,Male,2.1,Tablet,True,0.51,None,Urban
10.0,,5.69,TV,,0.54,Eye Strain,
18.0,Male,5.54,,True,0.41,"Poor Sleep, Eye Strain",Urban
13.0,Female,4.37,Smartphone,True,0.42,Poor Sleep,Urban
10.0,Female,3.99,Tablet,True,0.43,Anxiety,Urban
,Female,,Smartphone,True,0.36,None,Rural
12.0,Male,7.49,Smartphone,True,0.39,,Urban
9.0,Male,4.96,,True,0.46,Obesity Risk,Rural
11.0,Female,5.53,Smartphone,True,0.44,Poor Sleep,Rural
16.0,Female,2.67,,False,0.31,None,Urban
11.0,Male,3.99,,True,0.39,"Poor Sleep, Eye Strain",Urban
17.0,Female,2.76,Tablet,False,0.44,None,Urban
17.0,Female,5.01,Laptop,,0.34,,Urban
15.0,Female,4.49,TV,True,0.37,Poor Sleep,Rural
12.0,Male,,Smartphone,True,0.37,Poor Sleep,Urban
18.0,,4.03,TV,True,0.39,None,
,Female,,Smartphone,True,0.32,None,Urban
17.0,,,Smartphone,True,0.46,"Poor Sleep, Obesity Risk",Rural
8.0,,2.46,Smartphone,True,0.4,None,Rural
,Female,4.42,Smartphone,True,0.41,"Poor Sleep, Anxiety",Urban
10.0,Male,3.4,,True,0.53,Poor Sleep,Urban
17.0,Female,5.69,Laptop,True,0.33,None,Urban
15.0,Male,2.36,,False,0.45,None,Urban
10.0,Male,,Smartphone,True,0.49,"Poor Sleep, Eye Strain",Urban
,Female,6.23,Tablet,True,0.54,None,Urban
12.0,Female,,Smartphone,,0.32,"Poor Sleep, Eye Strain",Urban
9.0,,1.54,TV,False,0.56,,Urban
18.0,Male,3.2,Smartphone,True,0.38,"Eye Strain, Obesity Risk",Urban
11.0,Female,5.09,TV,True,0.37,Poor Sleep,Rural
8.0,Male,0.42,TV,,0.54,None,Rural
16.0,,3.56,Smartphone,True,0.45,,Urban
13.0,Male,,Smartphone,True,0.4,None,Rural
15.0,Female,3.56,Tablet,True,0.5,,Rural
18.0,Male,3.22,Smartphone,True,0.3,,Urban
11.0,Male,,Smartphone,True,0.32,None,Urban
16.0,Female,1.53,TV,False,0.42,None,Urban
,Male,2.28,TV,True,0.45,None,Urban
16.0,Female,2.47,Smartphone,False,0.39,None,Urban
12.0,Male,5.44,TV,True,0.33,Poor Sleep,Urban
13.0,Female,4.54,Tablet,True,0.41,Poor Sleep,Rural
10.0,Male,3.32,Smartphone,True,0.44,Eye Strain,Urban
11.0,Male,2.57,Laptop,False,0.36,None,Rural
13.0,Female,,Laptop,True,,Poor Sleep,Urban
14.0,Male,6.49,Laptop,True,0.38,,
8.0,Female,0.0,Tablet,False,0.42,None,Urban
14.0,,3.39,Smartphone,True,0.48,None,
8.0,Male,7.66,Tablet,True,0.55,,Rural
,Male,3.51,,True,0.45,"Eye Strain, Anxiety",Urban
13.0,Female,7.54,Smartphone,True,0.43,"Anxiety, Obesity Risk",Urban
9.0,Female,5.35,Tablet,True,0.53,Eye Strain,Rural
17.0,,5.83,Laptop,True,0.41,Poor Sleep,Urban
16.0,Male,3.71,Laptop,True,0.4,Poor Sleep,Urban
,Male,5.04,Laptop,True,0.4,Poor Sleep,
13.0,,2.52,Smartphone,False,0.45,None,
14.0,Male,5.39,Laptop,True,0.38,Obesity Risk,
17.0,Male,2.71,Smartphone,False,0.34,None,Urban
15.0,Male,4.3,Tablet,True,0.35,"Poor Sleep, Eye Strain, Obesity Risk",Urban
18.0,Female,4.86,Smartphone,True,0.41,None,Rural
17.0,Male,4.31,Smartphone,True,0.31,Obesity Risk,Rural
8.0,Male,0.57,TV,False,0.48,None,Urban
15.0,Male,4.21,TV,True,0.34,"Poor Sleep, Eye Strain, Anxiety",Rural
11.0,Male,,Laptop,True,0.31,"Poor Sleep, Eye Strain",Rural
17.0,Female,4.84,Smartphone,True,0.42,"Poor Sleep, Obesity Risk",
15.0,Female,4.04,Smartphone,True,0.33,,Urban
13.0,Female,7.02,Smartphone,True,0.45,"Poor Sleep, Eye Strain",Urban
,Female,5.67,Smartphone,True,0.38,None,Urban
16.0,,5.38,,True,0.33,Poor Sleep,Urban
18.0,Male,2.82,Smartphone,False,0.33,None,Urban
11.0,Female,3.8,Smartphone,True,0.34,"Poor Sleep, Eye Strain",Rural
9.0,,0.62,TV,False,0.51,None,Urban
,,4.43,Tablet,True,0.56,"Poor Sleep, Eye Strain",Urban
12.0,Female,5.89,Laptop,True,0.34,"Poor Sleep, Anxiety",Urban
17.0,Female,,TV,True,0.41,Poor Sleep,Urban
,Male,5.04,Laptop,True,0.4,Poor Sleep,Urban
10.0,Male,2.98,Smartphone,,0.56,None,Urban
15.0,Female,5.31,Smartphone,True,0.37,None,Urban
11.0,Female,5.47,TV,True,0.45,None,Urban
13.0,Male,4.34,Laptop,,,Poor Sleep,Urban
17.0,Male,4.83,Tablet,True,0.49,"Eye Strain, Obesity Risk",Rural
13.0,Male,4.64,TV,True,0.35,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban
10.0,Male,1.52,TV,False,0.59,None,Urban
,Male,6.61,Smartphone,True,0.33,Anxiety,Rural
10.0,Female,5.52,Smartphone,True,0.45,"Poor Sleep, Eye Strain",Rural
18.0,Female,4.01,Smartphone,True,0.38,None,Urban
18.0,,2.49,TV,False,0.44,None,Rural
8.0,Female,3.27,Smartphone,True,0.44,None,Rural
14.0,Female,5.56,Laptop,True,0.31,,Urban
11.0,Female,5.94,Smartphone,True,0.37,"Poor Sleep, Eye Strain, Anxiety",Urban
14.0,Female,3.21,TV,True,0.41,,Rural
10.0,Female,5.19,TV,True,0.52,None,Rural
,Female,5.34,Laptop,True,0.41,None,Urban
12.0,Female,4.37,Smartphone,,0.49,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban
12.0,Male,5.58,Smartphone,True,,"Poor Sleep, Eye Strain",Urban
9.0,Male,4.11,Smartphone,True,,Eye Strain,Urban
18.0,Male,2.89,Laptop,False,0.47,None,Urban
17.0,Male,3.47,Smartphone,True,0.49,Poor Sleep,Rural
9.0,Female,5.33,Tablet,True,0.45,Poor Sleep,Urban
11.0,Male,4.14,Smartphone,True,,Poor Sleep,Rural
11.0,Female,3.92,Tablet,True,0.5,Poor Sleep,Urban
11.0,Female,2.64,Tablet,False,0.47,None,Urban
13.0,Male,4.07,Laptop,True,0.49,,Rural
9.0,Female,0.0,,False,0.56,None,Rural
13.0,Female,4.85,Smartphone,True,,None,Urban
14.0,Male,6.94,Smartphone,True,0.33,Poor Sleep,Urban
18.0,Female,3.28,Smartphone,True,0.33,"Anxiety, Obesity Risk",Rural
17.0,,5.17,Tablet,True,0.37,"Poor Sleep, Obesity Risk",Urban
10.0,Male,0.0,Smartphone,False,0.56,None,Rural
,Male,5.03,Laptop,True,0.39,Eye Strain,Urban
,Female,5.7,Smartphone,,0.44,,Rural
9.0,Male,9.28,Smartphone,True,0.54,Obesity Risk,Rural
,Male,3.57,,True,0.48,"Poor Sleep, Eye Strain, Anxiety",Rural
15.0,Female,7.89,Smartphone,True,0.36,None,Urban
18.0,Female,5.4,Laptop,True,0.41,Poor Sleep,Urban
12.0,Female,3.74,Smartphone,True,0.4,,Urban
9.0,Male,6.5,TV,True,0.5,Obesity Risk,Rural
14.0,Male,5.21,Smartphone,True,0.4,Anxiety,Urban
9.0,Male,4.74,TV,True,0.56,Poor Sleep,Rural
13.0,Male,3.35,Smartphone,True,0.41,"Poor Sleep, Anxiety",Urban
,Male,4.32,TV,True,0.48,"Poor Sleep, Anxiety",
10.0,Female,3.4,TV,True,0.52,"Poor Sleep, Eye Strain",Urban
16.0,Female,7.36,TV,True,0.44,Anxiety,Rural
10.0,Male,4.4,TV,True,0.57,Poor Sleep,Rural
18.0,Female,,Tablet,True,0.47,None,Urban
10.0,Female,1.83,TV,False,0.58,None,Urban
,Male,3.88,,,0.33,None,Urban
14.0,Female,3.39,TV,True,0.47,"Anxiety, Obesity Risk",
15.0,Female,4.87,Laptop,True,0.46,,Urban
18.0,Female,3.7,Smartphone,True,0.31,Poor Sleep,Rural
14.0,,3.78,TV,True,0.4,,Urban
16.0,Female,3.94,,True,,"Poor Sleep, Eye Strain, Anxiety",Rural
12.0,Male,5.47,Laptop,True,0.45,"Poor Sleep, Eye Strain",Urban
17.0,Female,6.98,TV,True,0.4,Poor Sleep,Urban
18.0,Female,5.55,Smartphone,True,0.42,Eye Strain,Urban
10.0,,1.44,TV,False,0.49,None,Urban
13.0,Female,5.24,Smartphone,True,0.38,"Poor Sleep, Anxiety, Obesity Risk",Urban
12.0,Male,4.4,,True,0.47,None,Rural
11.0,Male,4.07,Smartphone,True,0.43,"Eye Strain, Obesity Risk",Rural
9.0,Female,6.69,TV,True,0.56,"Poor Sleep, Obesity Risk",Urban
14.0,Male,6.66,Smartphone,True,0.37,"Poor Sleep, Eye Strain",Urban
12.0,Male,4.83,,True,0.48,None,Rural
11.0,Male,4.75,Smartphone,True,,"Eye Strain, Anxiety",Urban
15.0,Male,6.43,Smartphone,True,0.35,None,Urban
16.0,Male,3.18,TV,True,0.48,Poor Sleep,Rural
16.0,Female,3.91,Smartphone,True,0.32,Obesity Risk,Urban
10.0,Male,2.65,TV,True,0.41,None,Urban
10.0,Female,4.56,TV,True,0.45,Poor Sleep,Urban
12.0,Male,,Smartphone,True,0.33,,Urban
12.0,Male,2.43,TV,False,0.42,None,Rural
17.0,Male,3.88,TV,True,0.31,"Poor Sleep, Obesity Risk",Urban
9.0,Male,1.66,Smartphone,False,0.44,None,Urban
8.0,Male,2.22,Tablet,True,0.43,None,Urban
15.0,Female,8.04,TV,True,0.42,Poor Sleep,Urban
10.0,Male,2.12,Tablet,True,0.46,None,Urban
8.0,Female,1.92,Smartphone,False,0.41,None,Urban
8.0,Male,,Smartphone,True,,"Poor Sleep, Obesity Risk",Urban
18.0,Female,2.65,Smartphone,False,0.3,None,Rural
9.0,Male,3.08,TV,True,0.57,"Poor Sleep, Anxiety",Urban
,Female,3.58,Smartphone,True,0.35,Anxiety,Urban
13.0,Female,4.3,Smartphone,True,0.33,"Poor Sleep, Anxiety",Rural
10.0,,5.94,Tablet,True,0.43,"Poor Sleep, Eye Strain",Rural
11.0,Male,5.14,Smartphone,True,0.48,Eye Strain,Rural
9.0,Female,7.19,TV,True,0.54,"Poor Sleep, Anxiety, Obesity Risk",Urban
9.0,,4.03,TV,True,0.42,Poor Sleep,Urban
14.0,Male,3.63,TV,True,0.32,"Poor Sleep, Obesity Risk",Rural
,Male,3.74,TV,True,0.4,Eye Strain,Rural
14.0,Male,5.71,TV,True,0.38,Poor Sleep,Rural
8.0,Female,3.86,TV,True,0.4,None,Urban
13.0,Female,,TV,True,0.32,Obesity Risk,Rural
10.0,Male,,Smartphone,,0.43,Poor Sleep,Urban
15.0,Male,4.94,TV,True,0.49,None,Rural
13.0,Male,4.72,TV,True,0.3,Anxiety,Rural
18.0,,4.0,,True,0.44,"Poor Sleep, Anxiety",Rural
9.0,Female,5.24,Smartphone,True,0.6,"Poor Sleep, Eye Strain, Obesity Risk",Urban
15.0,Male,4.68,TV,True,0.36,Poor Sleep,Urban
12.0,,4.92,Smartphone,True,0.3,"Poor Sleep, Obesity Risk",
15.0,Female,3.8,Laptop,,,Poor Sleep,
15.0,Female,4.34,Smartphone,True,0.35,"Anxiety, Obesity Risk",Urban
13.0,,3.73,TV,True,0.43,"Eye Strain, Obesity Risk",Urban
,,4.5,Smartphone,True,0.55,None,Rural
,Male,3.01,Smartphone,True,0.39,None,
18.0,Male,3.55,Laptop,True,0.43,"Eye Strain, Anxiety",Rural
,Female,4.62,Laptop,,0.43,Poor Sleep,Urban
13.0,Female,3.86,Smartphone,True,0.42,Poor Sleep,Urban
15.0,Female,3.96,TV,,0.41,Eye Strain,Rural
8.0,Female,4.13,Tablet,True,0.42,Poor Sleep,Rural
9.0,Female,5.03,,True,0.53,"Poor Sleep, Eye Strain",Urban
16.0,Female,4.4,Tablet,True,0.39,"Poor Sleep, Eye Strain",Urban
18.0,Female,6.08,Smartphone,True,0.4,Poor Sleep,Urban
15.0,Male,3.92,Laptop,True,0.39,,Urban
14.0,,0.84,Laptop,False,0.35,None,Urban
14.0,Female,4.97,Smartphone,True,0.46,Poor Sleep,Rural
,Female,4.13,Laptop,True,0.49,"Poor Sleep, Anxiety",Urban
9.0,Male,2.01,TV,,0.54,None,Urban
18.0,Female,3.73,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Urban
13.0,,2.88,Smartphone,False,0.37,,Urban
,Male,4.86,Laptop,True,0.34,"Poor Sleep, Anxiety",Urban
10.0,Female,2.6,Smartphone,True,0.57,None,Urban
11.0,Female,4.73,TV,True,0.44,,Urban
17.0,Female,5.66,Smartphone,True,0.37,None,Rural
,Male,3.84,Smartphone,True,,Obesity Risk,Rural
,Male,0.86,TV,False,0.4,None,Urban
9.0,Female,3.91,Smartphone,True,0.51,None,Urban
15.0,Female,4.37,Smartphone,True,0.44,Eye Strain,Urban
15.0,Male,,Smartphone,True,,None,Urban
,Male,5.19,Laptop,,0.35,Poor Sleep,Urban
13.0,Male,5.84,Smartphone,True,0.5,"Anxiety, Obesity Risk",Rural
,Female,,Tablet,True,0.38,"Poor Sleep, Eye Strain",Rural
15.0,Female,5.96,Laptop,True,,Poor Sleep,Urban
11.0,Female,6.37,Laptop,True,0.42,None,Rural
18.0,Male,4.98,Laptop,True,,Anxiety,Urban
11.0,Male,2.12,Laptop,False,,None,Rural
12.0,Male,4.62,TV,True,0.48,,Urban
8.0,Female,4.48,,True,0.46,None,Rural
,Female,7.69,Tablet,,0.45,"Poor Sleep, Anxiety",Urban
9.0,,2.73,TV,True,0.47,None,Rural
15.0,Male,5.12,TV,True,,Anxiety,Urban
,Male,3.88,Laptop,True,0.41,"Poor Sleep, Eye Strain",Urban
17.0,,6.99,,True,0.32,Eye Strain,Urban
16.0,Male,5.91,TV,True,0.3,Poor Sleep,Urban
12.0,Female,,TV,True,0.33,"Poor Sleep, Anxiety",Urban
9.0,,4.27,Smartphone,True,0.54,Poor Sleep,Rural
14.0,Female,5.13,TV,True,0.32,"Poor Sleep, Anxiety",Rural
15.0,Female,5.32,,True,0.31,None,Urban
14.0,Female,,Laptop,True,0.36,,Urban
,Male,5.05,Smartphone,True,0.41,Poor Sleep,Urban
12.0,Female,5.48,TV,True,0.36,"Poor Sleep, Eye Strain, Obesity Risk",Urban
,Female,,Smartphone,True,,None,Rural
13.0,Female,7.7,Laptop,True,0.42,Poor Sleep,Urban
11.0,Female,3.8,Laptop,True,0.4,,Urban
17.0,Female,,,True,0.47,"Poor Sleep, Eye Strain",Urban
9.0,Male,4.97,Smartphone,,0.4,Poor Sleep,Rural
16.0,Female,3.56,TV,True,0.38,Eye Strain,Urban
14.0,Male,1.98,Smartphone,False,0.42,None,
13.0,Male,6.42,Smartphone,True,0.37,None,Urban
12.0,Female,3.85,TV,True,0.49,Poor Sleep,Rural
10.0,Female,,TV,True,0.46,Poor Sleep,Urban
17.0,Male,5.4,TV,True,0.45,None,Urban
17.0,Female,4.82,TV,True,0.49,"Poor Sleep, Eye Strain",Urban
,Female,3.62,,True,0.31,Poor Sleep,Urban
10.0,Male,1.92,Tablet,,0.52,None,Urban
18.0,Male,3.95,TV,True,0.43,"Poor Sleep, Eye Strain, Anxiety",Urban
15.0,Female,4.93,Smartphone,True,,None,Urban
,Female,1.69,TV,False,0.43,None,
14.0,Male,3.64,Laptop,True,0.5,"Poor Sleep, Anxiety",Rural
14.0,Female,5.89,TV,True,0.42,Poor Sleep,Rural
14.0,,2.73,TV,,0.47,None,Urban
14.0,Male,4.86,Smartphone,True,0.39,"Poor Sleep, Eye Strain, Obesity Risk",Rural
9.0,Female,4.51,,True,0.53,,Urban
17.0,Male,,Tablet,True,,Poor Sleep,Urban
10.0,Female,0.0,TV,False,0.46,None,
,Female,4.86,Laptop,True,0.3,"Poor Sleep, Eye Strain",Urban
16.0,Female,4.09,Laptop,True,,"Poor Sleep, Anxiety",Rural
10.0,Female,3.68,,True,0.5,Poor Sleep,
9.0,Female,3.59,TV,True,0.52,"Poor Sleep, Eye Strain",Urban
16.0,,2.46,,False,0.39,None,Urban
17.0,Male,4.39,Laptop,True,0.35,"Poor Sleep, Eye Strain",Urban
16.0,,6.13,TV,,0.48,"Poor Sleep, Eye Strain",Rural
11.0,,4.66,Smartphone,,0.41,,Urban
16.0,,5.27,Smartphone,True,0.43,None,Urban
10.0,Male,1.43,Smartphone,False,0.55,,Rural
14.0,,1.39,Smartphone,False,,None,Rural
14.0,Male,2.11,Smartphone,False,,None,Urban
18.0,Female,5.3,Smartphone,True,0.33,"Poor Sleep, Eye Strain",Urban
15.0,Male,5.39,Laptop,True,0.36,,Urban
17.0,Male,4.12,TV,True,0.33,"Poor Sleep, Eye Strain",Urban
11.0,Male,4.73,Smartphone,True,0.43,"Poor Sleep, Obesity Risk",Urban
10.0,Female,2.68,Tablet,True,0.59,None,Urban
10.0,Female,1.78,TV,False,0.5,None,Urban
12.0,Male,4.46,Smartphone,True,0.46,Obesity Risk,Rural
18.0,Male,4.78,Tablet,True,0.44,,
8.0,,,Smartphone,True,0.53,Poor Sleep,Urban
17.0,Male,5.05,Smartphone,True,0.43,Poor Sleep,Urban
10.0,Male,5.61,TV,True,0.52,Poor Sleep,Urban
13.0,Male,,TV,True,0.39,,Urban
10.0,Male,1.37,Tablet,False,0.51,None,Rural
12.0,Male,,Laptop,True,0.42,"Poor Sleep, Eye Strain",Urban
16.0,Female,5.18,Smartphone,True,0.45,,Urban
,Male,4.47,Smartphone,True,0.57,"Poor Sleep, Eye Strain",Urban
18.0,Male,3.04,,True,0.41,Poor Sleep,Urban
9.0,,,Tablet,True,0.59,"Poor Sleep, Eye Strain",Rural
13.0,Male,6.26,Laptop,True,0.41,"Poor Sleep, Anxiety",Urban
13.0,Female,5.25,Smartphone,True,,"Poor Sleep, Eye Strain, Obesity Risk",Rural
18.0,Female,3.7,Smartphone,True,0.39,None,
18.0,Female,3.86,Smartphone,True,0.41,Poor Sleep,Urban
15.0,Male,5.0,Smartphone,True,0.4,"Poor Sleep, Anxiety",Rural
18.0,Female,5.87,TV,True,0.48,None,Urban
9.0,Female,0.13,Smartphone,False,0.52,,Urban
16.0,Male,4.33,Smartphone,True,0.41,None,Urban
